policy,variable,variable_display,range_label,n_samples,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,kendall_tau,kendall_p,lin_r2,lin_p,is_eligible,range_low
3_6C_30PER_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",212,0.895532369459375,8.7616811511832e-76,0.8651873387653111,0.9193423968619912,0.8877080780309147,1.1252411132602096e-72,0.739873021550568,8.319171896182804e-58,0.8019782247495226,8.761681151181357e-76,True,3.1
3_6C_80PER_3_6C_SLOWCYCLE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",14,0.9998713235240677,6.551899000206675e-23,0.9995805020506212,0.9999605338568015,0.27912087912087913,0.3338450771945543,0.18681318681318684,0.3879883441211566,0.9997426636057709,6.551899000206681e-23,False,3.1
3_6C_9PER_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",187,0.9035722570505746,5.13021286194906e-70,0.8733092429366983,0.9268883856971232,0.9244106452713987,2.2733110777432913e-79,0.7634408602150538,2.765446519076917e-54,0.8164428237114704,5.130212861947454e-70,True,3.1
3_6C_9PER_5C_SLOWCYCLE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",67,0.951565017281688,5.245913466618391e-35,0.9221318795297097,0.9700461847783098,0.9612099928166654,4.476012335971618e-38,0.9113523292627772,1.1003504171975219e-27,0.9054759821142989,5.245913466619041e-35,False,3.1
3_7C_31PER_5_9C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",248,0.9405155649131115,2.4995107699958357e-117,0.9242285818274355,0.9533864857540102,0.9670582552227979,3.4898529174803715e-148,0.8937573462191459,1.3881312648906176e-97,0.8845695278438285,2.4995107699974555e-117,True,3.1
4C-80PER_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",405,0.47055050841034085,1.0485092509769166e-23,0.3910364983774112,0.5430924067769323,0.5955016519714369,3.1602981677419734e-40,0.46243735484659587,6.380315062964345e-44,0.22141778096523032,1.0485092509768812e-23,True,3.1
4C_13PER_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",67,0.8111726030065065,8.653647109443382e-17,0.7091404632382958,0.8799268949337593,0.8417271929124432,4.640240519199883e-19,0.7304387155133424,2.339183165621485e-18,0.6580009918683521,8.653647109442735e-17,False,3.1
4C_31PER_5,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",75,0.8244238400400203,1.0093319779139272e-19,0.7349875388333538,0.8856662351208543,0.8565291607396869,1.157333671658258e-22,0.7643243243243244,2.954313747985372e-22,0.679674668026333,1.0093319779139293e-19,False,3.1
4C_40PER_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",68,0.8405330023210157,3.123411645987321e-19,0.7530153102776133,0.8988290206061711,0.8723136236973699,3.4604299316075136e-22,0.7998244073748901,5.182411559079836e-22,0.7064957279907804,3.1234116459873317e-19,False,3.1
4C_4PER_4_85C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",71,0.8681117454432319,1.1243407423571623e-22,0.7960311561345149,0.9159123513163169,0.7912474849094567,2.1888203954742956e-16,0.680482897384306,4.7188713870101805e-17,0.7536180025764948,1.1243407423571336e-22,False,3.1
4_4C-80PER_4_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",175,0.6771485141567553,7.996502795020223e-25,0.5878556844690281,0.7501398466918489,0.5880788177339902,1.161804823686534e-17,0.44617405582922826,1.8550535566452376e-18,0.4585301102247009,7.996502795020735e-25,True,3.1
4_4C_24PER_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",65,0.6614922541582055,1.9902986714475257e-09,0.49792745018392454,0.7796109779383353,0.6807255244755245,4.410280739754762e-10,0.5451923076923078,1.362646921889285e-10,0.4375720023113037,1.9902986714475418e-09,False,3.1
4_4C_47PER_5_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",76,0.7594127473517461,1.8491482295410435e-15,0.6442641213935706,0.8408953848815947,0.8144087491455912,3.647424226665776e-19,0.664561403508772,1.9908316612948864e-17,0.576707720840327,1.849148229541035e-15,False,3.1
4_4C_55PER_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",65,0.7668364114140998,9.534032232432945e-14,0.6432436168990586,0.851482195029247,0.6982517482517482,1.0084220326967219e-10,0.5721153846153847,1.6163640369712265e-11,0.5880380818704543,9.534032232433126e-14,False,3.1
4_4C_8PER_4_85C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",68,0.6902618255920717,7.41403103024071e-11,0.540847034937825,0.7974465599324673,0.6566400732908348,1.2006036419471658e-09,0.5460930640913081,4.5491140762807945e-11,0.4764613878697001,7.414031030240436e-11,False,3.1
4_65C_19PER_4_85C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",63,0.7602578047544507,4.942171188725451e-13,0.6314328008551024,0.8482432444178238,0.7860503072196622,2.3181495661341083e-14,0.6323604710701484,2.3908465650133425e-13,0.5779919296900566,4.942171188725482e-13,False,3.1
4_65C_44PER_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",182,0.7971822066223099,2.652281188451236e-41,0.7372094692264247,0.8446918681823699,0.7284029257582377,2.241556273369168e-31,0.5434399854289358,1.2543008503269852e-27,0.6354994705552149,2.6522811884512456e-41,True,3.1
4_65C_69PER_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",163,0.6946476278250308,8.330531562944546e-25,0.6055933476050387,0.7665181086340871,0.6055275685681192,1.1035760167440219e-17,0.4425509353934711,5.069441465593102e-17,0.4825353268429424,8.330531562944601e-25,True,3.1
4_8C-80PER_4_8C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",183,0.613324891640151,2.7203050029194324e-20,0.5139969321050835,0.6964229796710518,0.5648747190087177,8.139912500693904e-17,0.44118176905062156,7.4848874991760285e-19,0.37616742270540326,2.720305002919353e-20,True,3.1
4_8C_80PER_4_8C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",434,0.28307001979076957,1.933264982453861e-09,0.19411351842856134,0.36740906131485374,0.5508636295035173,8.283842890332548e-36,0.392764009598054,2.3601439865095514e-34,0.08012863610434674,1.933264982453791e-09,True,3.1
4_8C_80PER_4_8C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",2326,0.21683914455472203,3.75584706666929e-26,0.17776290924554145,0.2552326420930439,0.39292958211384926,9.838520053475678e-87,0.29587411411656434,1.726723066191887e-101,0.047019214611223575,3.755847066668744e-26,True,3.1
4_9C_27PER_4_75C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",67,0.5007380165903063,1.5928142317419037e-05,0.2961508942792361,0.6613932124281043,0.49696703647537716,1.8871989796873416e-05,0.38127544097693356,5.068950125445871e-06,0.2507385612587936,1.5928142317419237e-05,False,3.1
4_9C_61PER_4_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",71,0.6289333844716142,4.267648923246211e-09,0.46366427138293465,0.7519078017064047,0.5494969818913481,6.949608218428838e-07,0.43018108651911474,1.1198303779188113e-07,0.395557202102919,4.267648923246293e-09,False,3.1
4_9C_69PER_4_25C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",76,0.6713782927476206,3.189377642457576e-11,0.525459417707912,0.7789303043340814,0.6203144224196856,2.2824436573655737e-09,0.48070175438596496,8.03372963271459e-10,0.45074881197270994,3.189377642457545e-11,False,3.1
5C_67PER_4C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",859,0.3939017252115853,2.8866827487962336e-33,0.3358608785880141,0.44896255208100955,0.35199198559785505,1.861600716562546e-26,0.24620974679181898,3.363385071102017e-27,0.15515856912466333,2.8866827487960434e-33,True,3.1
5_2C_10PER_4_75C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",58,0.5004637034586705,6.318195482147932e-05,0.27811982796555323,0.6719040181138142,0.3354455689193762,0.010049554855492315,0.3188142770719903,0.000407607626042321,0.2504639184795681,6.318195482147901e-05,False,3.1
5_2C_37PER_4_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",63,0.7640010892071066,3.24774628793481e-13,0.6367724718454368,0.8507292404066583,0.7821620583717358,3.774743309153466e-14,0.6149513568868407,1.0542007680769031e-12,0.5836976643096456,3.2477462879346986e-13,False,3.1
5_2C_50PER_4_25C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",284,0.17180386452176286,0.0036825768935822762,0.0565427780249608,0.28254567240048134,0.3463269733936998,2.0064684997656055e-09,0.254765551472927,1.590364951735739e-10,0.02951656786461221,0.003682576893582282,True,3.1
5_2C_58PER_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",239,0.607779233132497,1.5794915030343243e-25,0.5210714001921355,0.6820701706268993,0.4324004078618895,2.6198076483437204e-12,0.29988397032453146,5.071369461102674e-12,0.3693955962271265,1.579491503034285e-25,True,3.1
5_2C_58PER_4C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",325,0.2659500077455153,1.1510605468301138e-06,0.16184034642232273,0.36420460410163563,0.39453217001792157,1.5026817441993458e-13,0.2886071169528885,8.392008960557197e-15,0.07072940661983965,1.151060546830114e-06,True,3.1
5_2C_58PER_4C_SLOWCYCLE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",48,0.050923942666239314,0.7310459145236894,-0.23663468398213605,0.3302797376740273,0.45241328557624994,0.0012447757538425518,0.35733460385862803,0.0003512789063092237,0.002593247936674426,0.7310459145236888,False,3.1
5_2C_66PER_3_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",65,0.67342456057881,7.917943620225093e-10,0.5139386695396589,0.7879111201071187,0.4798513986013986,5.239106768321258e-05,0.4067307692307693,1.6717086028564487e-06,0.4535006387907634,7.917943620224998e-10,False,3.1
5_2C_71PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",68,0.4757168098597962,4.133276866314178e-05,0.26764925305274506,0.641393265475653,0.6653497094408158,6.038848885951446e-10,0.5308452378201116,1.5556826737763628e-10,0.22630648318318144,4.133276866314173e-05,False,3.1
5_3C_54PER_4C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",876,0.42230671260682784,3.3339654962068095e-39,0.3663159115263053,0.4752503362555893,0.3519113431615578,6.1630777339088344e-27,0.2534093325629457,2.9746782235945914e-29,0.17834295951278598,3.3339654962068206e-39,True,3.1
5_4C-40PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",265,0.5614506067573662,2.0565862038884776e-23,0.47294886964517674,0.6387361649392219,0.583577296586234,1.3920993464094015e-25,0.42984562607204124,1.8634081311540357e-25,0.31522678382821456,2.0565862038885596e-23,True,3.1
5_4C-50PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",255,0.4724989905404371,1.3804398526547726e-15,0.3712021092792315,0.5626818178419686,0.4526516905974989,2.7644398010108937e-14,0.3614327620812104,8.084261856746133e-18,0.22325529606173206,1.3804398526547881e-15,True,3.1
5_4C-50PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",256,0.3482790787889575,1.0315874657553812e-08,0.23574325450097763,0.4515979695443876,0.2875751029983978,2.8986574984162346e-06,0.21458333333333338,3.1371340379382454e-07,0.12129831672208492,1.031587465755357e-08,True,3.1
5_4C-60PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",195,0.6159968654663374,9.295345088388466e-22,0.5205399297127677,0.6962455692058185,0.5201492174982602,6.537746231663576e-15,0.3918054454136929,4.1585497619785046e-16,0.3794521382643529,9.295345088388116e-22,True,3.1
5_4C-60PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",245,0.5586989281424611,1.6353155311204649e-21,0.46599993333801326,0.6392656703828541,0.4364108308535515,8.18235372933737e-13,0.31961056562795076,9.286401696695352e-14,0.3121444923075352,1.635315531120463e-21,True,3.1
5_4C-70PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",194,0.659984522348141,1.2336655238036925e-25,0.5723213861922043,0.7327333243147027,0.681387828559454,7.963218050433342e-28,0.5172266438758613,9.182735089764417e-27,0.4355795697391041,1.233665523803612e-25,True,3.1
5_4C-80PER_5_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",161,0.5352566184969954,2.5725023250430805e-13,0.41493450053971825,0.6371789541336857,0.4835662525879918,8.15142105039953e-11,0.42049689440993787,2.430439575738803e-15,0.28649964764483793,2.572502325043079e-13,True,3.1
5_6C_19PER_4_6C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",672,0.47029287241123696,2.7952100741450706e-38,0.40921646850159893,0.5271736418497023,0.3990950445343603,4.396161313220276e-27,0.2812484060054243,1.0584021435905173e-27,0.221175385840812,2.7952100741449615e-38,True,3.1
5_6C_25PER_4_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",63,0.40571247737400706,0.0009707671795642188,0.17559888410964747,0.5937890265719447,0.4038018433179724,0.0010312685735602292,0.314900153609831,0.00026468059420697724,0.16460261429695405,0.000970767179564223,False,3.1
5_6C_26PER_4_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",191,0.11985704613170468,0.098627767284339,-0.022505275817122933,0.2574552174162037,0.33111848256173043,2.8859701923870033e-06,0.25972598028682764,9.693749034015122e-08,0.014365711507417571,0.09862776728433897,True,3.1
5_6C_26PER_4_5C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",305,0.18166633198720272,0.0014415894975679552,0.07080342690459228,0.2880959297536481,0.33092774369891625,3.153527658767997e-09,0.24849581579868596,1.0372402513930468e-10,0.033002656177684546,0.0014415894975679461,True,3.1
5_6C_36PER_4_3C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",615,0.5324951542550914,2.4786924725396843e-46,0.47336213869635524,0.5868503322745856,0.42989040434420595,4.7113099052292825e-29,0.3030798972484839,2.5297196713040984e-29,0.2835510893051535,2.4786924725397395e-46,True,3.1
5_6C_38PER_4_25C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",53,0.5505881846838505,1.941356800378742e-05,0.3293011624594271,0.714543255468797,0.5521690049991937,1.816564772821949e-05,0.41074020319303345,1.4143742154196818e-05,0.30314734911345786,1.9413568003787337e-05,False,3.1
5_6C_47PER_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",47,0.4435030174306658,0.0017941696927077273,0.17915301717425852,0.6481250461058325,0.29278445883441256,0.04580534008104563,0.22479185938945423,0.025852508166396594,0.19669492647010547,0.0017941696927077217,False,3.1
5_6C_58PER_3_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",51,0.6974498616849719,1.2944663530369658e-08,0.5222446349451921,0.8161623926461502,0.4826244343891402,0.0003348790377272986,0.36784313725490203,0.00013935119524166958,0.4864363095643863,1.294466353036979e-08,False,3.1
5_6C_5PER_4_75C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",27,0.7274354589202234,1.7154012173987155e-05,0.48015285056157175,0.8676108654286917,0.42612942612942606,0.026667946362264508,0.28774928774928776,0.03618776211738343,0.5291623468944763,1.7154012173987088e-05,False,3.1
5_6C_65PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",32,0.5700754648431612,0.0006587278556734453,0.27630614986790974,0.7664191897613312,0.468841642228739,0.006795908962359611,0.3306451612903226,0.0074675063594882695,0.32498603561614653,0.0006587278556734374,False,3.1
5_9C_15PER_4_6C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",112,0.5472917073738575,4.2646000694853774e-10,0.40262362420299996,0.6652856389606402,0.3717668363686063,5.4390314904505195e-05,0.2905405405405405,5.5948458358898815e-06,0.29952821296019205,4.264600069485358e-10,True,3.1
5_9C_60PER_3_1C_NEWSTRUCTURE,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",142,0.45394954275575294,1.3955866829033133e-08,0.3125976552563405,0.5756322623377422,0.1464549834343062,0.08200351938473481,0.10358605533912695,0.06740045771085086,0.20607018736815716,1.3955866829033014e-08,True,3.1
6C-30PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",268,0.46461544239840974,9.334553506552086e-16,0.3651207931211805,0.5536163936905457,0.3576335356757003,1.6612194176657206e-09,0.25770026273128743,3.2359744574001986e-10,0.21586750931507,9.334553506551981e-16,True,3.1
6C-40PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",264,0.4478846622986373,1.981240632441073e-14,0.3458588555357379,0.5394430290398565,0.35019663599188666,4.9367633524229415e-09,0.24783961285862427,1.9661425408797576e-09,0.2006006707223645,1.981240632441116e-14,True,3.1
6C-40PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",225,0.5475093221239924,5.359142180763295e-19,0.448861225257371,0.6329733183151403,0.4812643492584315,1.9087690423641735e-14,0.35020536128642094,5.340506831875235e-15,0.2997664578126738,5.359142180763289e-19,True,3.1
6C-50PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",230,0.4942680034428921,1.4277548344831935e-15,0.3898346604821042,0.5861494189148112,0.4764224194260267,1.9594963973733325e-14,0.34102904879438006,1.3678380522485187e-14,0.24430085922742265,1.4277548344832382e-15,True,3.1
6C-50PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",222,0.5168578251727562,1.4582542648552123e-16,0.41331328441034226,0.6072067024499828,0.39364102856585054,1.2076152699045171e-09,0.2848232848232848,2.6869587025074147e-10,0.2671420114423115,1.458254264855206e-16,True,3.1
6C-60PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",199,0.4318242629601066,1.911952936961409e-10,0.3114401841303377,0.5385665841051595,0.31952641997868125,4.219839059794623e-06,0.23069894929191412,1.3047311592868998e-06,0.1864721940810394,1.911952936961346e-10,True,3.1
6C_20PER_4_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",28,0.38997358764782525,0.040218769958887894,0.019773509936530955,0.6661345078994279,0.39901477832512317,0.03543218015203324,0.30687830687830686,0.022077930762809696,0.15207939906291595,0.04021876995888785,False,3.1
6C_31PER_4_25C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",23,0.42286363336832566,0.04439643250922946,0.012912105668394814,0.7111147353054448,0.29545454545454547,0.1710873597027668,0.2490118577075099,0.10192608044242166,0.17881365242546185,0.044396432509229554,False,3.1
6C_40PER_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",31,0.5263978083328265,0.0023505938717117703,0.21150920170789972,0.7422842102415241,0.540725806451613,0.0016860516447434134,0.4021505376344086,0.0012265937287249036,0.2770946526176032,0.002350593871711765,False,3.1
6C_4PER_4_75C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",21,0.4731482264268782,0.030287261013033723,0.052103729185047874,0.7513669319863293,0.2987012987012987,0.1884184241053724,0.24761904761904766,0.12453202701123642,0.2238692441709003,0.030287261013033737,False,3.1
6C_52PER_3_5C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",31,0.48416817631373343,0.005781868671876472,0.1567139313443468,0.7157193367434491,0.30241935483870974,0.09821205271996689,0.2731182795698925,0.0313913267401709,0.23441882295496658,0.00578186867187645,False,3.1
6C_60PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",86,0.5621784767723389,1.7761174895365572e-08,0.39767036669699973,0.6916680138960757,0.49390065569130615,1.3483857431107342e-06,0.360875512995896,8.669147966184171e-07,0.31604463974606695,1.776117489536592e-08,True,3.1
7C-30PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",188,0.49277437875970154,6.795012712177239e-13,0.37619371646607214,0.5939954329828367,0.31717677399780025,9.209028880703624e-06,0.22846740243486177,3.2317169653098717e-06,0.24282658836200963,6.795012712177486e-13,True,3.1
7C-40PER_3C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",154,0.49666970162093516,5.707112104293014e-11,0.36736704229952305,0.6071375237229218,0.4773651396042289,3.8594069064580646e-10,0.34317969612087257,2.679249567133067e-10,0.2466807925082288,5.707112104293032e-11,True,3.1
7C-40PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",110,0.44728102651883933,9.64172122063317e-07,0.28380838657789687,0.5854881227575528,0.24097107950318958,0.011214558957633573,0.18165137614678895,0.004908802879012128,0.2000603166837466,9.641721220633283e-07,True,3.1
80PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",434,0.8426809300369901,3.1614233007572025e-118,0.8130432052510631,0.8679624380200247,0.8652061438549888,1.355906614432119e-131,0.7608156575600517,5.9041788472727765e-124,0.7101111498480066,3.1614233007578546e-118,True,3.1
80PER_4C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",106,0.5859152214196766,4.170869743002372e-11,0.44488280296683835,0.6985915062250662,0.6532030128221277,3.2274926961170254e-14,0.6140161725067387,1.0755468823201777e-20,0.34329664669126886,4.17086974300226e-11,True,3.1
8C-15PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",154,0.3107454289873539,8.76757697011428e-05,0.16047157112811636,0.44694002019824813,0.2968678380443086,0.00018500367322431407,0.21602580426109835,7.008569202395663e-05,0.09656272163653461,8.767576970114359e-05,True,3.1
8C-25PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",100,0.39363985072142277,5.083497739932291e-05,0.2137483257760871,0.5477101182865773,0.33630963096309624,0.0006238402818394801,0.23434343434343438,0.0005510781712702708,0.15495233207598405,5.083497739932284e-05,True,3.1
8C-35PER_3_6C,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",81,0.2829379754437253,0.01048559717091519,0.06884155736394547,0.4721201113138144,0.16948961156278228,0.13036488780587774,0.13148148148148148,0.08231638241297905,0.08005389794819404,0.010485597170915188,True,3.1
VARCHARGE_2C_100CYCLES,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",135,-0.02675885400336537,0.7580261528725335,-0.19483512942530373,0.14284410284732457,0.313579163008487,0.0002126967333273721,0.21547816473189607,0.00020944734873052878,0.0007160362675734225,0.7580261528725354,True,3.1
VARCHARGE_4C_100CYCLES,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",48,0.4703823689390484,0.0007416656425440324,0.21498019341445512,0.6655632405060726,0.576422058184976,1.8061334982118313e-05,0.5177304964539007,2.0959997748334997e-07,0.22125957300871124,0.0007416656425440303,False,3.1
VARCHARGE_6C_100CYCLES,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",38,0.8445853742949957,2.6465336876449593e-11,0.7190437497414007,0.9167471132221305,0.3528832476200897,0.029772732198674323,0.2972972972972973,0.008600773850680914,0.713324454473018,2.6465336876449883e-11,False,3.1
VARCHARGE_8C_100CYCLES,charge_delta_ah_3p10_3p15,"[3.10,3.15)","[3.10,3.15)",9,0.9339272954759029,0.00022876057676311353,0.7104660192971248,0.986303036524289,0.5,0.1704706607870538,0.3888888888888889,0.18018077601410934,0.872220193234935,0.0002287605767631111,False,3.1
1C_4PER_6C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",12,-0.838658652439795,0.0006523426839959324,-0.953590132588541,-0.5104316418656908,-0.9440559440559443,3.927261080965946e-06,-0.8484848484848484,1.6342325370103148e-05,0.7033483353121328,0.0006523426839959317,False,3.15
2C_10PER_6C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",34,0.9646690527527642,4.204955176614814e-20,0.929830923805931,0.9823684845796609,0.951413292589763,6.253781340651463e-18,0.8360071301247772,3.584519478776118e-12,0.9305863813389157,4.204955176614403e-20,False,3.15
2C_2PER_5C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",46,0.8988410357707346,2.2839749503298292e-17,0.8233921947426264,0.9430637604048533,0.6096207215541166,6.895331945150128e-06,0.5265700483091788,2.467616337685085e-07,0.8079152075854072,2.2839749503297787e-17,False,3.15
2C_7PER_5_5C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",69,0.9940326759748419,3.30715199731696e-66,0.9903499817829005,0.996312563453936,0.9938253562294485,1.0349299671075356e-65,0.9505541346973572,7.354429773897343e-31,0.9881009609057049,3.3071519973190314e-66,False,3.15
3_6C-80PER_3_6C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",612,0.46841541332392894,1.0579809696149113e-34,0.40416458285925705,0.5280664673355447,0.7683374452725211,2.5790184327418986e-120,0.5661243220692532,1.9649637035563558e-97,0.21941299943942724,1.0579809696148984e-34,True,3.15
3_6C_22PER_5_5C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",85,0.9652621130593974,3.7702058923425695e-50,0.9469438998692256,0.9773294023646442,0.9890756302521008,8.574899559551707e-71,0.9467787114845938,1.1315464851535985e-37,0.931730946907893,3.7702058923425866e-50,True,3.15
3_6C_2PER_4_85C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",80,0.11162734219768917,0.32423284682035197,-0.11080725858537856,0.32341209960140127,0.653047351148617,5.202316954329156e-11,0.5316455696202531,2.955314419776309e-12,0.012460663526120007,0.3242328468203525,True,3.15
3_6C_30PER_6C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",231,0.9428871080294283,2.6312426124365792e-111,0.9265794054121496,0.9556560214000341,0.942792889269651,3.160520433174974e-111,0.7968755881799361,1.1223162141313194e-72,0.8890360984881003,2.631242612432625e-111,True,3.15
3_6C_80PER_3_6C_SLOWCYCLE,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",15,0.9998759255397074,7.982278136264619e-25,0.9996153486649632,0.9999599816472629,0.6464285714285712,0.00921455068997999,0.4285714285714286,0.027495265215751328,0.9997518664738865,7.982278136264625e-25,False,3.15
3_6C_9PER_5C,charge_delta_ah_3p15_3p20,"[3.15,3.20)","[3.15,3.20)",204,0.9278818092930874,1.724007500785777e-88,0.905992220178461,0.9448219918981905,0.9172753037295659,1.0425872271647214e-82,0.7622911233458902,5.692175430636144e-59,0.860964652017013,1.724007500786318e-88,True,3.15
