policy,cell_code,combo_key,feature,feature_label,n_cycles,cycle_start,cycle_end,value_start,value_end,delta_abs,delta_pct,spearman_rho,spearman_pvalue,slope_per_cycle,slope_per_100_cycles,linear_r2
4_8C_80PER_4_8C,737254,4_8C_80PER_4_8C|737254,main_peak_voltage_v,peak_voltage,499,1.0,499.0,3.109,3.042,-0.06700000000000017,-2.155033772917342,-0.9716121188226694,2.7082056356e-313,-0.00013195702247869348,-0.013195702247869348,0.9115013794663105
4_8C_80PER_4_8C,737254,4_8C_80PER_4_8C|737254,main_peak_width_v,peak_width,499,1.0,499.0,0.329,0.32,-0.009000000000000008,-2.7355623100303976,-0.1868974047755229,2.6505913106235047e-05,-4.480189294251119e-06,-0.0004480189294251119,0.06256925778396116
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_area,peak_area,523,1.0,523.0,1.185,0.639,-0.546,-46.07594936708861,-0.9985485474466145,0.0,-0.0009171621259561293,-0.09171621259561294,0.9392548663075275
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_height_dqdv,peak_height,523,1.0,523.0,4.019,2.045,-1.9740000000000002,-49.11669569544663,-0.9977691073523792,0.0,-0.0031602217114261974,-0.31602217114261977,0.9483832430424576
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_prominence,peak_prominence,523,1.0,523.0,4.019,2.045,-1.9740000000000002,-49.11669569544663,-0.9977691073523792,0.0,-0.0031602217114261974,-0.31602217114261977,0.9483832430424576
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_skewness,peak_skewness,523,1.0,523.0,-0.327,-0.217,0.11000000000000001,33.63914373088686,0.986991273985093,0.0,0.0001723931577042769,0.01723931577042769,0.9242509789015116
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_temp_avg_c,peak_temp_avg,523,1.0,523.0,29.89,30.93,1.0399999999999991,3.479424556707926,0.5614545050630068,8.94173532091619e-45,0.002063601991131429,0.2063601991131429,0.31654047802334917
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_temp_max_c,peak_temp_max,523,1.0,523.0,30.55,31.95,1.3999999999999986,4.582651391162025,0.6219962973647001,2.5347140024228092e-57,0.002284458642046432,0.22844586420464322,0.3815351497995658
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_temp_min_c,peak_temp_min,523,1.0,523.0,29.2,30.17,0.9700000000000024,3.3219178082191867,0.5085387434442095,9.584270668031004e-36,0.0019153156771489288,0.19153156771489288,0.022473750472072784
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_voltage_v,peak_voltage,523,1.0,523.0,3.116,3.046,-0.07000000000000028,-2.246469833119393,-0.9618207235715862,2.31216011499773e-295,-0.00011443847136318235,-0.011443847136318235,0.8781694155802194
4_8C_80PER_4_8C,737273,4_8C_80PER_4_8C|737273,main_peak_width_v,peak_width,523,1.0,523.0,0.304,0.319,0.015000000000000013,4.934210526315794,0.5872410098012235,8.49867158541167e-50,1.2477202497520579e-05,0.001247720249752058,0.3936721484845176
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_area,peak_area,519,1.0,519.0,1.197,0.596,-0.6010000000000001,-50.20885547201337,-0.9983505630836622,0.0,-0.001059558430945715,-0.1059558430945715,0.9559239836439082
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_height_dqdv,peak_height,519,1.0,519.0,3.794,1.931,-1.863,-49.103848181338954,-0.9967907609085426,0.0,-0.003250538720769927,-0.3250538720769927,0.9611359479907146
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_prominence,peak_prominence,519,1.0,519.0,3.794,1.931,-1.863,-49.103848181338954,-0.9967907609085426,0.0,-0.003250538720769927,-0.3250538720769927,0.9611359479907146
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_skewness,peak_skewness,519,1.0,519.0,-0.32,-0.226,0.094,29.375,0.9841783212253892,0.0,0.00017670041253856308,0.01767004125385631,0.9587913452028738
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_temp_avg_c,peak_temp_avg,519,1.0,519.0,32.12,32.11,-0.00999999999999801,-0.031133250311326313,0.6618883766711826,1.0250561764692048e-66,0.0012738608836875373,0.12738608836875373,0.4250015637569794
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_temp_max_c,peak_temp_max,519,1.0,519.0,33.68,33.62,-0.060000000000002274,-0.17814726840855782,0.6310587624419185,5.314830375200807e-59,0.0016511139227902605,0.16511139227902605,0.36191507079624774
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_temp_min_c,peak_temp_min,519,1.0,519.0,30.86,30.73,-0.129999999999999,-0.4212572909915716,0.44433542472468185,1.593001531133504e-26,0.0011481653793792596,0.11481653793792596,0.18635100473782162
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_voltage_v,peak_voltage,519,1.0,519.0,3.125,3.042,-0.08300000000000018,-2.656000000000006,-0.9782655530805264,0.0,-0.0001411794345320359,-0.01411794345320359,0.9269904921355832
4_8C_80PER_4_8C,737298,4_8C_80PER_4_8C|737298,main_peak_width_v,peak_width,519,1.0,519.0,0.325,0.315,-0.010000000000000009,-3.0769230769230793,-0.7064846133984292,1.1914925357030567e-79,-1.8062768351785138e-05,-0.0018062768351785137,0.5318770417889563
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_area,peak_area,536,1.0,536.0,1.194,0.61,-0.584,-48.91122278056951,-0.999619732767125,0.0,-0.0009491601409233241,-0.09491601409233241,0.9421061837069252
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_height_dqdv,peak_height,536,1.0,536.0,3.841,1.948,-1.8930000000000002,-49.28404061442333,-0.9973813536378553,0.0,-0.0029908512052591475,-0.29908512052591474,0.9514477700578171
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_prominence,peak_prominence,536,1.0,536.0,3.841,1.948,-1.8930000000000002,-49.28404061442333,-0.9973813536378553,0.0,-0.0029908512052591475,-0.29908512052591474,0.9514477700578171
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_skewness,peak_skewness,536,1.0,536.0,-0.313,-0.22,0.093,29.712460063897762,0.9777861767208194,0.0,0.00017162511465021248,0.01716251146502125,0.9366995073779657
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_temp_avg_c,peak_temp_avg,536,1.0,536.0,33.49,33.26,-0.23000000000000398,-0.6867721707972648,0.6533097420134897,1.5373082701630475e-66,0.0010928606328769418,0.10928606328769418,0.41142096211903
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_temp_max_c,peak_temp_max,536,1.0,536.0,36.22,36.6,0.38000000000000256,1.049144119271128,0.7138560121483418,1.1556355803036434e-84,0.0016500072861816602,0.165000728618166,0.5092955364635567
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_temp_min_c,peak_temp_min,536,1.0,536.0,30.91,30.57,-0.33999999999999986,-1.0999676480103522,0.6182686269880937,7.786645655886228e-58,0.0012544747676019893,0.12544747676019893,0.3680477208937819
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_voltage_v,peak_voltage,536,1.0,536.0,3.133,3.051,-0.08199999999999985,-2.6172997127353925,-0.9707664303200398,0.0,-0.00012712649356984694,-0.012712649356984695,0.9075383346972996
4_8C_80PER_4_8C,737374,4_8C_80PER_4_8C|737374,main_peak_width_v,peak_width,536,1.0,536.0,0.32,0.319,-0.0010000000000000009,-0.3125000000000003,-0.35120658673570565,5.271681179005158e-17,-6.2628823199826375e-06,-0.0006262882319982637,0.1143129464471424
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_area,peak_area,456,1.0,456.0,1.166,0.574,-0.592,-50.77186963979416,-0.9996143755578036,0.0,-0.001188138626316673,-0.11881386263166731,0.9584205110753966
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_height_dqdv,peak_height,456,1.0,456.0,3.669,1.833,-1.836,-50.04088307440719,-0.9981737685210301,0.0,-0.0036463106512283016,-0.36463106512283017,0.9678537626517021
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_prominence,peak_prominence,456,1.0,456.0,3.669,1.833,-1.836,-50.04088307440719,-0.9981737685210301,0.0,-0.0036463106512283016,-0.36463106512283017,0.9678537626517021
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_skewness,peak_skewness,456,1.0,456.0,-0.314,-0.18,0.134,42.675159235668794,0.9931468447960852,0.0,0.00028938471409967355,0.028938471409967356,0.9743037115720911
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_temp_avg_c,peak_temp_avg,456,1.0,456.0,32.58,32.05,-0.5300000000000011,-1.6267648864333981,-0.3158698665117597,5.0499329735134124e-12,-0.0004939182664622303,-0.04939182664622303,0.09807622686341388
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_temp_max_c,peak_temp_max,456,1.0,456.0,34.51,34.2,-0.30999999999999517,-0.8982903506229939,-0.13584294930585009,0.0036569205754853466,-0.00021778566935763777,-0.021778566935763778,0.013627735259515772
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_temp_min_c,peak_temp_min,456,1.0,456.0,30.79,30.22,-0.5700000000000003,-1.8512504059759671,-0.19948827902920233,1.7753333941873717e-05,-0.00036232729610591454,-0.03623272961059146,0.042016528686925514
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_voltage_v,peak_voltage,456,1.0,456.0,3.121,3.04,-0.08099999999999996,-2.5953220121755836,-0.9779889557772301,4.027533572567e-311,-0.0001610924719642884,-0.01610924719642884,0.9318831329030147
4_8C_80PER_4_8C,737389,4_8C_80PER_4_8C|737389,main_peak_width_v,peak_width,456,1.0,456.0,0.327,0.318,-0.009000000000000008,-2.7522935779816535,-0.6384101193537298,1.4312897929998714e-53,-1.9132054171786705e-05,-0.0019132054171786704,0.43354413966441585
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_area,peak_area,806,1.0,806.0,1.17,0.612,-0.5579999999999999,-47.692307692307686,-0.9981216408713649,0.0,-0.0005537819605172047,-0.055378196051720466,0.9109678134603352
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_height_dqdv,peak_height,806,1.0,806.0,3.714,1.953,-1.761,-47.41518578352181,-0.9962534268651043,0.0,-0.0017285732792002397,-0.17285732792002398,0.9281516035344536
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_prominence,peak_prominence,806,1.0,806.0,3.714,1.953,-1.761,-47.41518578352181,-0.9962534268651043,0.0,-0.0017285732792002397,-0.17285732792002398,0.9281516035344536
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_skewness,peak_skewness,806,1.0,806.0,-0.3,-0.213,0.087,28.999999999999996,0.9819446377865857,0.0,0.00010452497079816593,0.010452497079816592,0.9244670232719134
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_temp_avg_c,peak_temp_avg,806,1.0,806.0,33.02,33.9,0.8799999999999955,2.665051483949108,0.758335472603513,1.4171169256810177e-151,0.0016057597985782654,0.16057597985782654,0.570635109648481
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_temp_max_c,peak_temp_max,806,1.0,806.0,35.51,36.42,0.9100000000000037,2.562658406082804,0.6919236722583864,7.215236922723191e-116,0.0013922977287055627,0.13922977287055627,0.4654223262675975
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_temp_min_c,peak_temp_min,806,1.0,806.0,30.81,31.81,1.0,3.2456994482310937,0.7973455870772678,1.6790340896881103e-178,0.002186556218694406,0.2186556218694406,0.6299281960551137
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_voltage_v,peak_voltage,806,1.0,806.0,3.127,3.049,-0.07799999999999985,-2.4944035817077026,-0.9473698535709919,0.0,-6.448800864145655e-05,-0.006448800864145655,0.822409101250374
4_8C_80PER_4_8C_NEWSTRUCTURE,734869,4_8C_80PER_4_8C_NEWSTRUCTURE|734869,main_peak_width_v,peak_width,806,1.0,806.0,0.324,0.319,-0.0050000000000000044,-1.5432098765432112,-0.18193225782988076,1.9872423122951278e-07,-3.6685765576208077e-06,-0.00036685765576208076,0.08194792682263718
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_area,peak_area,1061,1.0,1061.0,1.164,0.618,-0.5459999999999999,-46.90721649484536,-0.9938119514480511,0.0,-0.0003971551678493465,-0.03971551678493465,0.8410557083729805
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_height_dqdv,peak_height,1061,1.0,1061.0,3.857,1.994,-1.8630000000000002,-48.30178895514649,-0.9897169401079714,0.0,-0.0013935199298399405,-0.13935199298399403,0.8617491225878944
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_prominence,peak_prominence,1061,1.0,1061.0,3.857,1.994,-1.8630000000000002,-48.30178895514649,-0.9897169401079714,0.0,-0.0013935199298399405,-0.13935199298399403,0.8617491225878944
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_skewness,peak_skewness,1061,1.0,1061.0,-0.319,-0.222,0.097,30.407523510971785,0.9654053563507711,0.0,6.97089922769884e-05,0.006970899227698841,0.8408634102788788
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_temp_avg_c,peak_temp_avg,1061,1.0,1061.0,32.66,32.08,-0.5799999999999983,-1.775872627066743,0.022082453819774663,0.4724297004737389,5.223856229344601e-05,0.0052238562293446,0.0007678042937989682
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_temp_max_c,peak_temp_max,1061,1.0,1061.0,34.78,34.34,-0.4399999999999977,-1.265094882116152,-0.01926063560695654,0.5308590611757,-4.797603112392269e-05,-0.004797603112392269,0.0003728415863195611
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_temp_min_c,peak_temp_min,1061,1.0,1061.0,30.71,30.04,-0.6700000000000017,-2.1816997720612235,0.23532839515048262,8.124190804358249e-15,0.000559162789286385,0.055916278928638506,0.014124351254955703
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_voltage_v,peak_voltage,1061,1.0,1061.0,3.114,3.048,-0.06599999999999984,-2.119460500963386,-0.9234519034910735,0.0,-4.7943951121046456e-05,-0.004794395112104646,0.717254104559429
4_8C_80PER_4_8C_NEWSTRUCTURE,737214,4_8C_80PER_4_8C_NEWSTRUCTURE|737214,main_peak_width_v,peak_width,1061,1.0,1061.0,0.311,0.316,0.0050000000000000044,1.6077170418006443,0.5484636315000023,2.2997661044329117e-84,6.637124530592875e-06,0.0006637124530592875,0.3561278620492664
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_area,peak_area,1077,1.0,1077.0,1.157,0.809,-0.348,-30.077787381158167,-0.997590756372719,0.0,-0.00024659213791561986,-0.024659213791561985,0.8483717456133422
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_height_dqdv,peak_height,1077,1.0,1077.0,3.584,2.476,-1.108,-30.915178571428577,-0.9848436696669409,0.0,-0.000811171585734195,-0.0811171585734195,0.8514195970056239
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_prominence,peak_prominence,1077,1.0,1077.0,3.584,2.476,-1.108,-30.915178571428577,-0.9848436696669409,0.0,-0.000811171585734195,-0.0811171585734195,0.8514195970056239
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_skewness,peak_skewness,1077,1.0,1077.0,-0.322,-0.262,0.06,18.633540372670808,0.7905429127051428,3.59630838979179e-231,3.3564334768333896e-05,0.0033564334768333894,0.6136155713849376
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_temp_avg_c,peak_temp_avg,1077,1.0,1077.0,32.24,32.62,0.37999999999999545,1.1786600496277773,0.08763947523719169,0.003997943958465351,0.00010363048372094841,0.01036304837209484,0.005414344537418403
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_temp_max_c,peak_temp_max,1077,1.0,1077.0,34.04,34.44,0.3999999999999986,1.1750881316098667,0.12499105194234308,3.900546620299802e-05,0.00017606875186126252,0.01760687518612625,0.015547286015548778
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_temp_min_c,peak_temp_min,1077,1.0,1077.0,30.66,31.1,0.4400000000000013,1.4350945857795214,0.11128761465498971,0.00025287333464576073,0.0001789769143100631,0.017897691431006307,0.016421589529883485
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_voltage_v,peak_voltage,1077,1.0,1077.0,3.114,3.083,-0.030999999999999694,-0.9955041746949164,-0.7654086402851152,5.2964425585869535e-208,-2.9791302578015533e-05,-0.0029791302578015535,0.6259636235270809
4_8C_80PER_4_8C_NEWSTRUCTURE,737277,4_8C_80PER_4_8C_NEWSTRUCTURE|737277,main_peak_width_v,peak_width,1077,1.0,1077.0,0.332,0.334,0.0020000000000000018,0.6024096385542174,0.4847014096412987,1.538411833947141e-64,4.162240864475097e-06,0.0004162240864475097,0.20988106777496507
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_area,peak_area,2237,1.0,2237.0,1.207,1.044,-0.16300000000000003,-13.50455675227838,-0.9901677291423674,0.0,-6.326105083612283e-05,-0.006326105083612283,0.9482792897215515
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_height_dqdv,peak_height,2237,1.0,2237.0,3.896,3.271,-0.625,-16.04209445585216,-0.9402389810095816,0.0,-0.00023299853236977312,-0.02329985323697731,0.8699411074997135
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_prominence,peak_prominence,2237,1.0,2237.0,3.896,3.271,-0.625,-16.04209445585216,-0.9402389810095816,0.0,-0.00023299853236977312,-0.02329985323697731,0.8699411074997135
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_skewness,peak_skewness,2237,1.0,2237.0,-0.308,-0.307,0.0010000000000000009,0.32467532467532495,0.21354048958786792,1.7489998098650006e-24,1.8171187768328209e-06,0.0001817118776832821,0.011067292164470666
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_temp_avg_c,peak_temp_avg,2237,1.0,2237.0,34.39,35.25,0.8599999999999994,2.5007269555103213,-0.24231495735084801,2.9675118062579612e-31,-0.00037388818376130246,-0.03738881837613025,0.08184613205081614
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_temp_max_c,peak_temp_max,2237,1.0,2237.0,37.06,36.66,-0.4000000000000057,-1.0793308148947804,-0.30683225526357366,5.636784118557747e-50,-0.000564322535584554,-0.05643225355845541,0.15434329530454438
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_temp_min_c,peak_temp_min,2237,1.0,2237.0,32.08,33.98,1.8999999999999986,5.922693266832914,-0.07649822975080467,0.0002929939665358269,-8.679615633515503e-05,-0.008679615633515502,0.0046633369449174955
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_voltage_v,peak_voltage,2237,1.0,2237.0,3.137,3.135,-0.002000000000000224,-0.06375518010839093,-0.45617734944739824,2.1520666605502928e-115,-5.392487924434619e-06,-0.0005392487924434619,0.22535432421624235
4_8C_80PER_4_8C_NEWSTRUCTURE,737297,4_8C_80PER_4_8C_NEWSTRUCTURE|737297,main_peak_width_v,peak_width,2237,1.0,2237.0,0.319,0.328,0.009000000000000008,2.8213166144200654,0.4476170125307817,1.1470686463774888e-110,3.022437492083309e-06,0.0003022437492083309,0.18897764052410326
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_area,peak_area,2189,1.0,2189.0,1.164,0.939,-0.22499999999999998,-19.329896907216497,-0.9864262133644356,0.0,-7.677867780120815e-05,-0.007677867780120815,0.8811014382368435
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_height_dqdv,peak_height,2189,1.0,2189.0,3.601,2.885,-0.7160000000000002,-19.883365731741186,-0.951924092469956,0.0,-0.0002523265950347258,-0.02523265950347258,0.8421274005635004
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_prominence,peak_prominence,2189,1.0,2189.0,3.601,2.885,-0.7160000000000002,-19.883365731741186,-0.951924092469956,0.0,-0.0002523265950347258,-0.02523265950347258,0.8421274005635004
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_skewness,peak_skewness,2189,1.0,2189.0,-0.32,-0.301,0.019000000000000017,5.937500000000005,0.4100812397831473,1.5061227972704674e-89,4.111104904017941e-06,0.0004111104904017941,0.12011161970692752
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_temp_avg_c,peak_temp_avg,2189,1.0,2189.0,34.19,33.26,-0.9299999999999997,-2.720093594618309,-0.5538305899963414,3.2815072358150014e-176,-0.0008513208811925106,-0.08513208811925106,0.4313568461403191
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_temp_max_c,peak_temp_max,2189,1.0,2189.0,37.02,35.74,-1.2800000000000011,-3.457590491626151,-0.8193940022543431,0.0,-0.00116722919672343,-0.116722919672343,0.6073828443501372
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_temp_min_c,peak_temp_min,2189,1.0,2189.0,31.7,32.07,0.370000000000001,1.1671924290220852,-0.32166248326952945,7.148600239360831e-54,-0.0005035807027515493,-0.05035807027515493,0.16981027827583883
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_voltage_v,peak_voltage,2189,1.0,2189.0,3.117,3.108,-0.008999999999999897,-0.2887391722810361,-0.5944026576737055,2.821232896906373e-209,-8.951393643757562e-06,-0.0008951393643757562,0.41353258031772144
4_8C_80PER_4_8C_NEWSTRUCTURE,737299,4_8C_80PER_4_8C_NEWSTRUCTURE|737299,main_peak_width_v,peak_width,2189,1.0,2189.0,0.333,0.335,0.0020000000000000018,0.6006006006006012,0.26651242521545443,6.518005807877749e-37,1.2426609496629963e-06,0.00012426609496629963,0.07538098840527685
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_area,peak_area,1835,1.0,1835.0,1.196,0.847,-0.349,-29.18060200668896,-0.9942979936084766,0.0,-0.00013903521985924008,-0.013903521985924008,0.8321212698741363
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_height_dqdv,peak_height,1835,1.0,1835.0,3.829,2.651,-1.1780000000000004,-30.76521284930792,-0.9774831140537266,0.0,-0.00048129666798321527,-0.04812966679832153,0.8479883224609448
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_prominence,peak_prominence,1835,1.0,1835.0,3.829,2.651,-1.1780000000000004,-30.76521284930792,-0.9774831140537266,0.0,-0.00048129666798321527,-0.04812966679832153,0.8479883224609448
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_skewness,peak_skewness,1835,1.0,1835.0,-0.316,-0.297,0.019000000000000017,6.012658227848107,0.5671762035368149,1.0488770472161589e-156,1.1463846307705351e-05,0.001146384630770535,0.30223827778718915
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_temp_avg_c,peak_temp_avg,1835,1.0,1835.0,32.61,32.37,-0.240000000000002,-0.7359705611775591,-0.10199567737422063,1.1998125510768571e-05,-0.00044884782264642206,-0.04488478226464221,0.09363283487708007
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_temp_max_c,peak_temp_max,1835,1.0,1835.0,33.87,34.05,0.17999999999999972,0.5314437555358716,-0.09418733220255938,5.323970064839762e-05,-0.0003843638862315492,-0.038436388623154925,0.07810941035540508
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_temp_min_c,peak_temp_min,1835,1.0,1835.0,31.19,29.95,-1.240000000000002,-3.975633215774293,-0.05226032663581144,0.02517708656993239,-0.00041351982688367714,-0.04135198268836771,0.06646215389595866
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_voltage_v,peak_voltage,1835,1.0,1835.0,3.133,3.089,-0.04400000000000004,-1.4044047239067998,-0.7044546824910825,3.1423292109557065e-275,-1.541130128028834e-05,-0.001541130128028834,0.5240597003477052
4_8C_80PER_4_8C_NEWSTRUCTURE,737307,4_8C_80PER_4_8C_NEWSTRUCTURE|737307,main_peak_width_v,peak_width,1835,1.0,1835.0,0.322,0.328,0.006000000000000005,1.8633540372670823,0.5995010731606103,1.690671712795571e-179,4.223595408447288e-06,0.00042235954084472884,0.33726517482206686
4_8C_80PER_4_8C_NEWSTRUCTURE,737338,4_8C_80PER_4_8C_NEWSTRUCTURE|737338,main_peak_area,peak_area,834,1.0,834.0,1.168,0.602,-0.566,-48.45890410958904,-0.9995652011311588,0.0,-0.0005383603249596918,-0.05383603249596919,0.9171307063955227
