policy,cell_code,main_peak_area__cycle_end,main_peak_height_dqdv__cycle_end,main_peak_prominence__cycle_end,main_peak_skewness__cycle_end,main_peak_temp_avg_c__cycle_end,main_peak_temp_max_c__cycle_end,main_peak_temp_min_c__cycle_end,main_peak_voltage_v__cycle_end,main_peak_width_v__cycle_end,main_peak_area__cycle_start,main_peak_height_dqdv__cycle_start,main_peak_prominence__cycle_start,main_peak_skewness__cycle_start,main_peak_temp_avg_c__cycle_start,main_peak_temp_max_c__cycle_start,main_peak_temp_min_c__cycle_start,main_peak_voltage_v__cycle_start,main_peak_width_v__cycle_start,main_peak_area__delta_abs,main_peak_height_dqdv__delta_abs,main_peak_prominence__delta_abs,main_peak_skewness__delta_abs,main_peak_temp_avg_c__delta_abs,main_peak_temp_max_c__delta_abs,main_peak_temp_min_c__delta_abs,main_peak_voltage_v__delta_abs,main_peak_width_v__delta_abs,main_peak_area__delta_pct,main_peak_height_dqdv__delta_pct,main_peak_prominence__delta_pct,main_peak_skewness__delta_pct,main_peak_temp_avg_c__delta_pct,main_peak_temp_max_c__delta_pct,main_peak_temp_min_c__delta_pct,main_peak_voltage_v__delta_pct,main_peak_width_v__delta_pct,main_peak_area__linear_r2,main_peak_height_dqdv__linear_r2,main_peak_prominence__linear_r2,main_peak_skewness__linear_r2,main_peak_temp_avg_c__linear_r2,main_peak_temp_max_c__linear_r2,main_peak_temp_min_c__linear_r2,main_peak_voltage_v__linear_r2,main_peak_width_v__linear_r2,main_peak_area__n_cycles,main_peak_height_dqdv__n_cycles,main_peak_prominence__n_cycles,main_peak_skewness__n_cycles,main_peak_temp_avg_c__n_cycles,main_peak_temp_max_c__n_cycles,main_peak_temp_min_c__n_cycles,main_peak_voltage_v__n_cycles,main_peak_width_v__n_cycles,main_peak_area__slope_per_100_cycles,main_peak_height_dqdv__slope_per_100_cycles,main_peak_prominence__slope_per_100_cycles,main_peak_skewness__slope_per_100_cycles,main_peak_temp_avg_c__slope_per_100_cycles,main_peak_temp_max_c__slope_per_100_cycles,main_peak_temp_min_c__slope_per_100_cycles,main_peak_voltage_v__slope_per_100_cycles,main_peak_width_v__slope_per_100_cycles,main_peak_area__slope_per_cycle,main_peak_height_dqdv__slope_per_cycle,main_peak_prominence__slope_per_cycle,main_peak_skewness__slope_per_cycle,main_peak_temp_avg_c__slope_per_cycle,main_peak_temp_max_c__slope_per_cycle,main_peak_temp_min_c__slope_per_cycle,main_peak_voltage_v__slope_per_cycle,main_peak_width_v__slope_per_cycle,main_peak_area__spearman_pvalue,main_peak_height_dqdv__spearman_pvalue,main_peak_prominence__spearman_pvalue,main_peak_skewness__spearman_pvalue,main_peak_temp_avg_c__spearman_pvalue,main_peak_temp_max_c__spearman_pvalue,main_peak_temp_min_c__spearman_pvalue,main_peak_voltage_v__spearman_pvalue,main_peak_width_v__spearman_pvalue,main_peak_area__spearman_rho,main_peak_height_dqdv__spearman_rho,main_peak_prominence__spearman_rho,main_peak_skewness__spearman_rho,main_peak_temp_avg_c__spearman_rho,main_peak_temp_max_c__spearman_rho,main_peak_temp_min_c__spearman_rho,main_peak_voltage_v__spearman_rho,main_peak_width_v__spearman_rho,main_peak_area__value_end,main_peak_height_dqdv__value_end,main_peak_prominence__value_end,main_peak_skewness__value_end,main_peak_temp_avg_c__value_end,main_peak_temp_max_c__value_end,main_peak_temp_min_c__value_end,main_peak_voltage_v__value_end,main_peak_width_v__value_end,main_peak_area__value_start,main_peak_height_dqdv__value_start,main_peak_prominence__value_start,main_peak_skewness__value_start,main_peak_temp_avg_c__value_start,main_peak_temp_max_c__value_start,main_peak_temp_min_c__value_start,main_peak_voltage_v__value_start,main_peak_width_v__value_start
5_3C_54PER_4C_NEWSTRUCTURE,737361,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.32499999999999996,-1.0460000000000003,-1.0460000000000003,0.057999999999999996,0.7900000000000063,0.10999999999999943,1.5500000000000007,-0.02300000000000013,0.0040000000000000036,-28.558875219683657,-29.82606216139151,-29.82606216139151,18.296529968454255,2.390317700453877,0.3125888036373954,4.93945188017846,-0.739312118289943,1.1976047904191627,0.8545366591553258,0.8452654755993687,0.8452654755993687,0.5582318638795942,0.1544895448063992,0.02694619225469297,0.4099652883207776,0.4950299458832218,0.22380170660254917,1155,1155,1155,1155,1155,1155,1155,1155,1155,-0.01873128706343105,-0.06180164518935034,-0.06180164518935034,0.0025495629627489557,0.047394532748922184,0.018649365602640487,0.0906666995846796,-0.001788335200807861,0.00037072718409787735,-0.00018731287063431052,-0.0006180164518935034,-0.0006180164518935034,2.5495629627489556e-05,0.00047394532748922186,0.00018649365602640486,0.0009066669958467961,-1.788335200807861e-05,3.7072718409787737e-06,0.0,0.0,0.0,5.1059736997485014e-213,1.9091403705564663e-26,5.998414897908772e-09,6.721227291412187e-96,1.247660487174248e-152,1.034895356324175e-78,-0.9970339301042056,-0.9836375336743345,-0.9836375336743345,0.7543906145071223,0.30591657026853153,0.17009198385604665,0.5589751887623506,-0.672071612475609,0.5135216494808342,0.813,2.461,2.461,-0.259,33.84,35.3,32.93,3.088,0.338,1.138,3.507,3.507,-0.317,33.05,35.19,31.38,3.111,0.334
5_3C_54PER_4C_NEWSTRUCTURE,737369,939.0,939.0,939.0,939.0,939.0,939.0,939.0,939.0,939.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.41500000000000004,-1.3160000000000003,-1.3160000000000003,0.07700000000000001,0.28000000000000114,0.13000000000000256,0.6600000000000001,-0.042999999999999705,0.0010000000000000009,-35.319148936170215,-35.995623632385126,-35.995623632385126,23.8390092879257,0.8513225904530287,0.3679592414378788,2.1526418786692765,-1.3790891597177586,0.3021148036253779,0.8634894312615303,0.8737421894638766,0.8737421894638766,0.7193571887709385,0.2013986076820662,0.15327911114382164,0.37773771867318073,0.626313352165297,0.2508865179347648,939,939,939,939,939,939,939,939,939,-0.03034859979601294,-0.10024054059890802,-0.10024054059890802,0.004876762076562815,0.06398229194492171,0.053556228104263054,0.09787235491942128,-0.0033745877756503335,0.0004888209350907314,-0.0003034859979601294,-0.0010024054059890803,-0.0010024054059890803,4.876762076562815e-05,0.0006398229194492171,0.0005355622810426305,0.0009787235491942128,-3.3745877756503335e-05,4.888209350907313e-06,0.0,0.0,0.0,4.653886456598562e-291,9.621134187697086e-38,5.571255402086297e-34,2.6667027482354853e-72,6.6625151286061025e-214,2.8644676996573787e-61,-0.9983295430725259,-0.9908790189458131,-0.9908790189458131,0.8707177243478209,0.4018066699916434,0.3819529830649205,0.5403598229930685,-0.8041679725177457,0.5026514117581334,0.76,2.34,2.34,-0.246,33.17,35.46,31.32,3.075,0.332,1.175,3.656,3.656,-0.323,32.89,35.33,30.66,3.118,0.331
5_3C_54PER_4C_NEWSTRUCTURE,737378,1314.0,1314.0,1314.0,1314.0,1314.0,1314.0,1314.0,1314.0,1314.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3600000000000001,-1.197,-1.197,0.056999999999999995,0.9600000000000009,0.3299999999999983,1.7299999999999969,-0.030999999999999694,0.007000000000000006,-30.226700251889177,-32.13422818791946,-32.13422818791946,17.014925373134325,2.8169014084507067,0.9080902586681295,5.361016423923138,-0.9913655260633097,2.121212121212123,0.8805405166470485,0.8797825796646366,0.8797825796646366,0.2892410568665875,0.0169527888612111,0.02666318263998879,0.26490980398992525,0.6662882216707832,0.387463154637655,1314,1314,1314,1314,1314,1314,1314,1314,1314,-0.020769349645482275,-0.07277894685981622,-0.07277894685981622,0.0018320739789525033,0.013817450851247902,-0.017851592480940242,0.06476289589478026,-0.0022843070085112067,0.0007597364046725521,-0.00020769349645482276,-0.0007277894685981622,-0.0007277894685981622,1.8320739789525033e-05,0.00013817450851247903,-0.00017851592480940242,0.0006476289589478027,-2.2843070085112066e-05,7.597364046725521e-06,0.0,0.0,0.0,6.752395954663173e-110,0.08664585985990512,7.26566662829558e-09,2.3243365911548556e-60,1.5515118512637402e-305,1.020446966214849e-167,-0.9982219756506753,-0.9817257692709921,-0.9817257692709921,0.5611985131063061,0.04728486048614591,-0.1587192531223029,0.43031821882846594,-0.8093604584003044,0.6638030672496731,0.831,2.528,2.528,-0.278,35.04,36.67,34.0,3.096,0.337,1.191,3.725,3.725,-0.335,34.08,36.34,32.27,3.127,0.33
5_3C_54PER_4C_NEWSTRUCTURE,737380,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.41200000000000003,-1.3939999999999997,-1.3939999999999997,0.062,0.0,-0.07000000000000028,0.1700000000000017,-0.052999999999999936,0.009000000000000008,-34.76793248945148,-37.035069075451645,-37.035069075451645,20.06472491909385,0.0,-0.21014710297208128,0.554106910039119,-1.6927499201533038,2.77777777777778,0.8644207348398486,0.8720969033069499,0.8720969033069499,0.5981774368070804,0.0996319230548498,0.08529028432623376,0.18781777997819715,0.6195400025318115,0.3168211301091931,934,934,934,934,934,934,934,934,934,-0.030849671157071327,-0.10402516572672524,-0.10402516572672524,0.004485090366220206,0.04698593510389263,0.043692619833361444,0.06625782480039302,-0.0034896847008569036,0.000733145039461403,-0.0003084967115707133,-0.0010402516572672524,-0.0010402516572672524,4.485090366220206e-05,0.00046985935103892627,0.0004369261983336145,0.0006625782480039303,-3.4896847008569035e-05,7.3314503946140306e-06,0.0,0.0,0.0,4.442899839980251e-188,8.209568258315494e-24,7.334112550719464e-21,1.2749442274182757e-35,1.2279115215507524e-200,2.978555601481182e-96,-0.9985211690373794,-0.9875267789949022,-0.9875267789949022,0.7751568380854081,0.32089299093610457,0.2998765376860111,0.3917387859840153,-0.790485425151092,0.6099338995785462,0.773,2.37,2.37,-0.247,31.94,33.24,30.85,3.078,0.333,1.185,3.764,3.764,-0.309,31.94,33.31,30.68,3.131,0.324
5_4C-40PER_3_6C,460468,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,1053.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.41100000000000003,-1.419,-1.419,0.04099999999999998,0.11999999999999744,0.22999999999999687,0.22000000000000242,-0.052999999999999936,0.013000000000000012,-34.1645885286783,-37.10774058577406,-37.10774058577406,13.311688311688306,0.3682111077017411,0.6547110731568371,0.722495894909696,-1.6927499201533038,4.012345679012349,0.8374288607369386,0.8407272868753918,0.8407272868753918,0.4218830587509367,0.02467408584777253,0.009877804176593008,0.03110026243725328,0.5627463046247375,0.23590314607244667,1052,1052,1052,1052,1052,1052,1052,1052,1052,-0.029135221014039862,-0.09703355139857758,-0.09703355139857758,0.0033202468831400526,-0.05684686926885525,-0.03419339900800016,-0.06691555411586332,-0.003760667681684202,0.0005592667638230419,-0.0002913522101403986,-0.0009703355139857758,-0.0009703355139857758,3.3202468831400526e-05,-0.0005684686926885525,-0.00034193399008000165,-0.0006691555411586331,-3.760667681684202e-05,5.59266763823042e-06,0.0,0.0,0.0,4.010609875256293e-136,0.08413768406801943,5.2935243924412046e-08,0.6526171981350637,1.559555571502534e-208,5.083932726760413e-74,-0.9861930826113615,-0.974283568708816,-0.974283568708816,0.6665672481795842,0.053276355954138405,0.1667801019128771,-0.013893929527525169,-0.7716206839594474,0.5202683134587311,0.792,2.405,2.405,-0.267,32.71,35.36,30.67,3.078,0.337,1.203,3.824,3.824,-0.308,32.59,35.13,30.45,3.131,0.324
5_4C-40PER_3_6C,464898,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.2729999999999999,-0.895,-0.895,0.04899999999999999,1.1200000000000045,0.8700000000000045,0.9700000000000024,-0.020000000000000018,0.0040000000000000036,-22.82608695652173,-24.12398921832884,-24.12398921832884,15.030674846625763,3.5032843290585065,2.5686448184233974,3.1720078482668495,-0.6422607578676949,1.2048192771084347,0.940718558173177,0.9304473821592358,0.9304473821592358,0.621689945089474,0.016105278121590794,0.024537559542506804,0.017343427537628298,0.6005280787537317,0.32691761313496703,877,877,877,877,877,877,877,877,877,-0.0268774457868485,-0.09142644111757356,-0.09142644111757356,0.0037689316706623383,0.041530934165640306,0.050342909621163175,0.044480866703081046,-0.003150352608887888,0.0006876125035709213,-0.000268774457868485,-0.0009142644111757355,-0.0009142644111757355,3.768931670662338e-05,0.00041530934165640303,0.0005034290962116318,0.00044480866703081046,-3.150352608887888e-05,6.876125035709213e-06,0.0,0.0,0.0,1.5009791415660456e-176,9.491394889274455e-07,1.2510068642136422e-13,2.3824326415121288e-07,3.953039915109565e-176,1.003640674332022e-93,-0.9901249147743552,-0.9807752638371027,-0.9807752638371027,0.7749579072503338,0.1646295597461176,0.2467334290414653,0.17339174874301214,-0.7743870641944393,0.618572807184071,0.923,2.815,2.815,-0.277,33.09,34.74,31.55,3.094,0.336,1.196,3.71,3.71,-0.326,31.97,33.87,30.58,3.114,0.332
5_4C-50PER_3C,463882,787.0,787.0,787.0,787.0,787.0,787.0,787.0,787.0,787.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.35299999999999987,-1.2000000000000002,-1.2000000000000002,0.06,0.75,0.9299999999999997,1.120000000000001,-0.03399999999999981,0.01100000000000001,-30.536332179930785,-33.250207813798845,-33.250207813798845,18.92744479495268,2.294981640146879,2.6323238041324646,3.69393139841689,-1.0890454836643118,3.333333333333336,0.8554805053440614,0.850869716404098,0.850869716404098,0.49417648997092645,0.07837784165451445,0.08776229523367785,0.09568865499699131,0.5549472732586462,0.36918145135407787,786,786,786,786,786,786,786,786,786,-0.03562126916652412,-0.12049526174379405,-0.12049526174379405,0.004502307486197037,0.11929957249462052,0.11969498269176967,0.14019864663968507,-0.0038844205157358923,0.0010343162697129728,-0.00035621269166524115,-0.0012049526174379404,-0.0012049526174379404,4.5023074861970375e-05,0.0011929957249462051,0.0011969498269176967,0.0014019864663968506,-3.8844205157358925e-05,1.0343162697129729e-05,0.0,0.0,0.0,1.4336838134785087e-112,3.0716691815190666e-36,6.53970444343059e-47,8.460137465137062e-41,9.079118551697401e-125,1.1457008039288239e-94,-0.9842748255915755,-0.9655184442034721,-0.9655184442034721,0.6908982434745584,0.4273644472626381,0.4817389923493658,0.451809031591128,-0.716543896302205,0.6476722116169322,0.803,2.409,2.409,-0.257,33.43,36.26,31.44,3.088,0.341,1.156,3.609,3.609,-0.317,32.68,35.33,30.32,3.122,0.33
5_4C-50PER_3C,463980,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.268,-0.9290000000000003,-0.9290000000000003,0.03999999999999998,1.0799999999999983,0.9699999999999989,1.370000000000001,-0.027000000000000135,0.009000000000000008,-22.53994953742641,-24.96640687987101,-24.96640687987101,12.499999999999993,3.2667876588021727,2.6974416017797522,4.484451718494275,-0.864276568501925,2.7355623100303976,0.9281328450999746,0.9102358223467442,0.9102358223467442,0.5565504077176746,0.027622915896488465,0.03703375730155822,0.04035084684978929,0.4681628599195822,0.2286974945178144,904,904,904,904,904,904,904,904,904,-0.0242878104942976,-0.08172088897436533,-0.08172088897436533,0.003244296582733349,0.05457435595392415,0.0605533097273612,0.06983489250859845,-0.002412267457698048,0.0005543509282199618,-0.000242878104942976,-0.0008172088897436533,-0.0008172088897436533,3.244296582733349e-05,0.0005457435595392416,0.000605533097273612,0.0006983489250859845,-2.4122674576980477e-05,5.5435092821996185e-06,0.0,0.0,0.0,8.419890556942893e-161,5.0454571798168485e-14,4.2152430371061595e-23,5.5056780147745824e-24,4.745301333215268e-132,9.785906582952074e-59,-0.9856522696233726,-0.9729497453008049,-0.9729497453008049,0.745039193032901,0.24692189210093327,0.32092396817086455,0.3271002611496654,-0.6962866981020953,0.5014690149807304,0.921,2.792,2.792,-0.28,34.14,36.93,31.92,3.097,0.338,1.189,3.721,3.721,-0.32,33.06,35.96,30.55,3.124,0.329
5_4C-50PER_3_6C,460472,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.33000000000000007,-1.1660000000000004,-1.1660000000000004,0.017000000000000015,1.7800000000000011,1.6300000000000026,1.9299999999999997,-0.03400000000000025,0.013000000000000012,-27.52293577981652,-30.483660130718963,-30.483660130718963,5.629139072847687,5.377643504531726,4.504006631666214,6.342425238251724,-1.0855683269476453,4.0372670807453455,0.8602104638215622,0.847001679712062,0.847001679712062,0.2518860984825928,0.06527197702418275,0.09060556021126698,0.06476709388476443,0.4697652689360363,0.2615781622301794,900,900,900,900,900,900,900,900,900,-0.02793007892602327,-0.09500018230475202,-0.09500018230475202,0.002191915463270115,0.08925064516540716,0.10069494736002142,0.09437661857195946,-0.002954027515260358,0.0007471375479064243,-0.0002793007892602327,-0.0009500018230475202,-0.0009500018230475202,2.191915463270115e-05,0.0008925064516540716,0.0010069494736002142,0.0009437661857195946,-2.9540275152603577e-05,7.471375479064243e-06,0.0,0.0,0.0,3.893146243430976e-65,2.5528245100489224e-41,4.8284320796981454e-57,3.9686539345642336e-36,1.835973830291004e-121,5.377535828817676e-74,-0.9838993303421713,-0.9595487592615558,-0.9595487592615558,0.5258350703694132,0.4276509981928057,0.49592238607801103,0.40119348979390246,-0.6765435765990857,0.5554773908318134,0.869,2.659,2.659,-0.285,34.88,37.82,32.36,3.098,0.335,1.199,3.825,3.825,-0.302,33.1,36.19,30.43,3.132,0.322
5_4C-50PER_3_6C,460658,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.33399999999999996,-1.1030000000000002,-1.1030000000000002,0.05099999999999999,1.8699999999999974,1.7899999999999991,2.0599999999999987,-0.03400000000000025,0.006000000000000005,-28.209459459459456,-29.86731654481452,-29.86731654481452,16.088328075709775,5.8694287507846745,5.284912902273396,6.855241264559064,-1.0914927768860434,1.81818181818182,0.8906494209554202,0.8772444013205043,0.8772444013205043,0.6149409103153011,0.07340591433201471,0.08749327649653016,0.07501166015024352,0.4990568492476314,0.3250704409218461,895,895,895,895,895,895,895,895,895,-0.028447779021623376,-0.09554490531449376,-0.09554490531449376,0.0036204618981558285,0.11012312061789624,0.11750004686737851,0.11515562314873751,-0.0029751248011484757,0.0006542050756037886,-0.00028447779021623375,-0.0009554490531449377,-0.0009554490531449377,3.6204618981558284e-05,0.0011012312061789624,0.0011750004686737852,0.001151556231487375,-2.9751248011484756e-05,6.542050756037885e-06,0.0,0.0,0.0,7.464018155175337e-180,8.649479528015551e-48,2.6507259564421806e-59,1.477597236648992e-43,2.8234164324720604e-135,9.085706118269275e-69,-0.9809278219371458,-0.9710579821159183,-0.9710579821159183,0.7745751236076643,0.4587749661020506,0.5057936433588914,0.43946417497861817,-0.7047562313919381,0.5396078885449642,0.85,2.59,2.59,-0.266,33.73,35.66,32.11,3.081,0.336,1.184,3.693,3.693,-0.317,31.86,33.87,30.05,3.115,0.33
5_4C-60PER_3C,453113,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3609999999999999,-1.233,-1.233,0.064,3.3900000000000006,1.9400000000000048,4.120000000000001,-0.0349999999999997,0.01100000000000001,-30.802047781569957,-33.56928940920229,-33.56928940920229,19.814241486068113,10.366972477064222,5.440269209197995,13.724183877415062,-1.122514432328406,3.3434650455927075,0.8382871337017925,0.8456679109441994,0.8456679109441994,0.5472219352020122,0.019843522767697075,0.0006829400551161546,0.10300219135064448,0.5451336085270677,0.55228980710817,717,717,717,717,717,717,717,717,717,-0.03994196588064395,-0.14012040268051706,-0.14012040268051706,0.005583743570854672,0.13983539538906054,-0.02935547429842162,0.3111594329063035,-0.004533486248776109,0.0015813550375335926,-0.0003994196588064395,-0.0014012040268051706,-0.0014012040268051706,5.5837435708546724e-05,0.0013983539538906054,-0.0002935547429842162,0.0031115943290630347,-4.533486248776109e-05,1.5813550375335925e-05,0.0,0.0,0.0,9.73153527498956e-113,0.001263514539760923,0.9020853776866259,4.4333831591125815e-32,4.7079580157021825e-98,3.711190876747734e-137,-0.9864332937458642,-0.9747161965911948,-0.9747161965911948,0.7138716755218808,0.12018074513498862,-0.0046025496126235865,0.42044177399175564,-0.6790010222584587,0.7621700816587346,0.811,2.44,2.44,-0.259,36.09,37.6,34.14,3.083,0.34,1.172,3.673,3.673,-0.323,32.7,35.66,30.02,3.118,0.329
5_4C-60PER_3C,463838,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3739999999999999,-1.2599999999999998,-1.2599999999999998,0.05299999999999999,-1.25,-3.9499999999999993,1.2200000000000024,-0.037000000000000366,0.010000000000000009,-31.802721088435366,-34.17412530512611,-34.17412530512611,16.878980891719742,-3.8121378469045437,-11.07994389901823,4.03706154864329,-1.186277653093952,3.0487804878048808,0.8656924860908218,0.8691072013919878,0.8691072013919878,0.6844107405314057,0.004743220987365682,0.06175601942613107,0.04076477112988275,0.5497789335723302,0.5062722229930805,878,878,878,878,878,878,878,878,878,-0.03440824125841879,-0.11654365460863898,-0.11654365460863898,0.005059636120560659,-0.05947721926797691,-0.29278152249493683,0.1415880904575891,-0.0036298781910114827,0.0009495311853383623,-0.00034408241258418795,-0.0011654365460863898,-0.0011654365460863898,5.059636120560659e-05,-0.0005947721926797691,-0.0029278152249493684,0.001415880904575891,-3.6298781910114825e-05,9.495311853383623e-06,0.0,0.0,0.0,5.170456800425599e-208,0.0020991106892106165,8.686657848939523e-08,1.440582841461332e-19,2.682871185245297e-146,4.584011869553882e-165,-0.979789708592845,-0.9706061642585356,-0.9706061642585356,0.8130564661492959,-0.10367240867668526,-0.17941766226058303,0.29881593871444057,-0.7288878332618772,0.7584692104834486,0.802,2.427,2.427,-0.261,31.54,31.7,31.44,3.082,0.338,1.176,3.687,3.687,-0.314,32.79,35.65,30.22,3.119,0.328
5_4C-60PER_3_6C,460522,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3649999999999999,-1.182,-1.182,0.057999999999999996,2.530000000000001,2.3700000000000045,2.759999999999998,-0.03100000000000014,0.0040000000000000036,-31.249999999999993,-32.597904026475454,-32.597904026475454,18.125,7.978555660674869,6.923751095530251,9.381373215499652,-0.9971051785139962,1.2048192771084347,0.8678263335474787,0.8640312495663822,0.8640312495663822,0.6665737903223998,0.11994357232387964,0.1406619426431367,0.12365784285656645,0.5162770110653477,0.3656086165778071,855,855,855,855,855,855,855,855,855,-0.03402812800347736,-0.11385096723730591,-0.11385096723730591,0.004516371747508822,0.18645764096160367,0.19476579452307455,0.1995780396294858,-0.003638783261201781,0.0007731428310319416,-0.00034028128003477364,-0.0011385096723730591,-0.0011385096723730591,4.516371747508822e-05,0.0018645764096160366,0.0019476579452307454,0.001995780396294858,-3.638783261201781e-05,7.731428310319416e-06,0.0,0.0,0.0,1.0291600176277623e-197,7.625992333530906e-50,4.19868270261147e-62,1.6437740520896582e-45,2.4194173367242704e-130,1.0577841375031763e-91,-0.9730006924292394,-0.9629303789559974,-0.9629303789559974,0.8074651793043087,0.47724186234847293,0.5263565183163542,0.45777276724336424,-0.7067506440321403,0.619342707076275,0.803,2.444,2.444,-0.262,34.24,36.6,32.18,3.078,0.336,1.168,3.626,3.626,-0.32,31.71,34.23,29.42,3.109,0.332
5_4C-60PER_3_6C,460653,861.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.38,-1.23,-1.23,0.059,1.3599999999999994,1.490000000000002,1.4100000000000001,-0.03600000000000003,0.0050000000000000044,-32.285471537807986,-33.79120879120879,-33.79120879120879,18.495297805642632,4.23676012461059,4.303870595031779,4.737903225806452,-1.1575562700964641,1.5015015015015027,0.8151718692254823,0.8063521406642922,0.8063521406642922,0.464905773367159,0.12220103684970685,0.15219169886756778,0.11198144621426054,0.4655676132681187,0.32882164473777775,860,860,860,860,860,860,860,860,860,-0.032652769066531036,-0.1101757847597932,-0.1101757847597932,0.003485345940290659,0.17627297218288193,0.19130850825291734,0.17678855955790082,-0.0034531392985838213,0.0008923971591519261,-0.0003265276906653104,-0.001101757847597932,-0.001101757847597932,3.485345940290659e-05,0.0017627297218288194,0.0019130850825291735,0.0017678855955790083,-3.453139298583821e-05,8.92397159151926e-06,0.0,0.0,0.0,2.136783056860558e-109,1.717815274618043e-56,7.602300951802457e-75,5.208601778866895e-38,1.2976575451987094e-106,2.696464924520406e-88,-0.9661278458068928,-0.9494024237339183,-0.9494024237339183,0.6616354139692187,0.5035925813493803,0.5687165447103699,0.41965999555603345,-0.65521884725785,0.60865441646773,0.797,2.41,2.41,-0.26,33.46,36.11,31.17,3.074,0.338,1.177,3.64,3.64,-0.319,32.1,34.62,29.76,3.11,0.333
5_4C-70PER_3C,453240,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.377,-1.2319999999999998,-1.2319999999999998,0.09,-0.06999999999999673,0.03999999999999915,-0.04999999999999716,-0.04400000000000004,0.008000000000000007,-32.92576419213974,-35.059760956175296,-35.059760956175296,29.31596091205212,-0.2184087363494438,0.11644832605531047,-0.16672224074690617,-1.415701415701417,2.3880597014925393,0.7873164377339187,0.9065481141964563,0.9065481141964563,0.8601930414547242,0.08915310816291888,0.11504235004897978,0.09081107096530616,0.4394330575675034,0.00606621860782619,689,689,689,689,689,689,689,689,689,-0.04349552992936807,-0.13980524888431686,-0.13980524888431686,0.01021302175894198,0.1335298956151967,0.14804008828609938,0.13916792995812938,-0.005320396641723777,0.0005800672418372896,-0.00043495529929368066,-0.0013980524888431685,-0.0013980524888431685,0.00010213021758941979,0.001335298956151967,0.001480400882860994,0.0013916792995812936,-5.320396641723777e-05,5.800672418372896e-06,0.0,0.0,0.0,4.83133e-318,9.656884018356174e-42,1.134970707446228e-56,7.203278078578838e-41,9.972236368196464e-154,4.59228056524669e-184,-0.9878269248979835,-0.98349830135005,-0.98349830135005,0.9378794793287946,0.4839699257762724,0.5539721829304465,0.4793280605510249,-0.7987461955513058,0.8393845616787775,0.768,2.282,2.282,-0.217,31.98,34.39,29.94,3.064,0.343,1.145,3.514,3.514,-0.307,32.05,34.35,29.99,3.108,0.335
